time,H1038,H2571,H4587,H6376,H7640,H9105,H9625,H9989,H10169
898076701.0000,30.50591169,30.18347795,29.90825992,29.66709447,29.35635461,29.03435975,28.73974673,28.45465135,28.18732282
899391601.0000,30.50591154,30.18347781,29.90825978,29.66709435,29.35635451,29.03435967,28.73974667,28.45465131,28.18732281
900706501.0000,30.50591120,30.18347748,29.90825947,29.66709407,29.35635427,29.03435949,28.73974654,28.45465124,28.18732279
902021401.0000,30.50591105,30.18347734,29.90825934,29.66709394,29.35635416,29.03435941,28.73974649,28.45465121,28.18732278
903336301.0000,30.50591072,30.18347701,29.90825903,29.66709366,29.35635393,29.03435922,28.73974636,28.45465114,28.18732276
904651201.0000,30.50591057,30.18347687,29.90825890,29.66709354,29.35635382,29.03435914,28.73974631,28.45465111,28.18732275
905966101.0000,30.50591024,30.18347655,29.90825860,29.66709326,29.35635359,29.03435896,28.73974618,28.45465104,28.18732273
907281001.0000,30.50591009,30.18347640,29.90825846,29.66709314,29.35635348,29.03435888,28.73974613,28.45465101,28.18732272
908595901.0000,30.50590976,30.18347608,29.90825816,29.66709286,29.35635325,29.03435870,28.73974600,28.45465095,28.18732270
909910801.0000,30.50590961,30.18347594,29.90825803,29.66709274,29.35635315,29.03435862,28.73974595,28.45465091,28.18732269
911225701.0000,30.50590928,30.18347562,29.90825773,29.66709247,29.35635292,29.03435844,28.73974583,28.45465085,28.18732267
912540601.0000,30.50590913,30.18347548,29.90825759,29.66709234,29.35635281,29.03435836,28.73974577,28.45465082,28.18732266
913855501.0000,30.50590880,30.18347516,29.90825730,29.66709207,29.35635258,29.03435819,28.73974565,28.45465075,28.18732264
915170401.0000,30.50590866,30.18347502,29.90825716,29.66709195,29.35635248,29.03435811,28.73974559,28.45465072,28.18732263
916485301.0000,30.50590833,30.18347470,29.90825686,29.66709167,29.35635225,29.03435793,28.73974547,28.45465065,28.18732261
917800201.0000,30.50590818,30.18347456,29.90825673,29.66709155,29.35635214,29.03435785,28.73974542,28.45465062,28.18732260
919115101.0000,30.50590786,30.18347425,29.90825644,29.66709128,29.35635191,29.03435767,28.73974529,28.45465055,28.18732258
920430001.0000,30.50590771,30.18347411,29.90825630,29.66709116,29.35635181,29.03435759,28.73974524,28.45465052,28.18732258
921744901.0000,30.50590739,30.18347379,29.90825601,29.66709089,29.35635158,29.03435742,28.73974512,28.45465046,28.18732256
923059801.0000,30.50590724,30.18347365,29.90825588,29.66709077,29.35635148,29.03435734,28.73974506,28.45465043,28.18732255
924374701.0000,30.50590692,30.18347334,29.90825559,29.66709050,29.35635125,29.03435716,28.73974494,28.45465036,28.18732253
925689601.0000,30.50590678,30.18347320,29.90825545,29.66709038,29.35635115,29.03435709,28.73974489,28.45465033,28.18732252
927004501.0000,30.50590646,30.18347289,29.90825516,29.66709011,29.35635092,29.03435691,28.73974477,28.45465026,28.18732250
928319401.0000,30.50590631,30.18347275,29.90825503,29.66708999,29.35635082,29.03435683,28.73974472,28.45465023,28.18732249
929634301.0000,30.50590599,30.18347244,29.90825474,29.66708973,29.35635060,29.03435666,28.73974460,28.45465017,28.18732247
930949201.0000,30.50590585,30.18347231,29.90825461,29.66708961,29.35635050,29.03435658,28.73974454,28.45465014,28.18732246
932264101.0000,30.50590553,30.18347200,29.90825432,29.66708934,29.35635027,29.03435641,28.73974442,28.45465007,28.18732244
933579001.0000,30.50590539,30.18347186,29.90825419,29.66708922,29.35635017,29.03435633,28.73974437,28.45465004,28.18732243
934893901.0000,30.50590507,30.18347155,29.90825390,29.66708896,29.35634995,29.03435616,28.73974425,28.45464998,28.18732241
936208801.0000,30.50590493,30.18347142,29.90825378,29.66708884,29.35634985,29.03435608,28.73974420,28.45464995,28.18732240
937523701.0000,30.50590461,30.18347111,29.90825349,29.66708858,29.35634962,29.03435591,28.73974408,28.45464988,28.18732238
938838601.0000,30.50590447,30.18347097,29.90825336,29.66708846,29.35634952,29.03435583,28.73974403,28.45464985,28.18732238
940153501.0000,30.50590416,30.18347067,29.90825307,29.66708820,29.35634930,29.03435566,28.73974391,28.45464979,28.18732236
941468401.0000,30.50590402,30.18347053,29.90825295,29.66708808,29.35634920,29.03435559,28.73974386,28.45464976,28.18732235
942783301.0000,30.50590370,30.18347023,29.90825266,29.66708782,29.35634898,29.03435542,28.73974374,28.45464969,28.18732233
944098201.0000,30.50590356,30.18347010,29.90825254,29.66708770,29.35634888,29.03435534,28.73974369,28.45464966,28.18732232
945413101.0000,30.50590325,30.18346979,29.90825225,29.66708744,29.35634866,29.03435517,28.73974357,28.45464960,28.18732230
946728001.0000,30.50590311,30.18346966,29.90825213,29.66708733,29.35634857,29.03435510,28.73974352,28.45464957,28.18732229
